id	label
21808	generated
20567	generated
21573	generated
7442	generated
10440	generated
407	human
3711	human
46	human
21781	generated
4982	generated
8091	generated
5532	generated
13113	generated
4634	generated
20706	human
15009	generated
5921	generated
13463	human
5678	generated
13268	generated
9412	generated
20711	human
20792	human
14740	human
17464	human
11514	generated
8211	human
18303	human
3784	generated
15133	human
14418	human
15307	generated
14461	human
3461	generated
2485	generated
15304	human
10007	generated
3745	generated
13692	generated
16756	generated
19269	generated
18593	human
16780	generated
2483	human
5910	generated
11840	human
13751	human
10301	generated
15356	human
20768	human
9606	human
4282	human
16030	generated
10115	generated
12011	generated
16827	generated
2319	generated
14409	generated
9006	generated
9159	generated
584	generated
11450	human
12385	generated
18479	generated
12513	human
2622	human
14963	human
4296	generated
2602	generated
21823	generated
3296	human
7293	human
708	human
819	generated
2702	human
16121	human
7828	generated
1822	generated
9658	human
16419	human
15844	human
6797	generated
17529	generated
1722	human
19632	generated
10796	generated
5071	human
7908	human
21590	generated
11605	human
19154	human
11071	generated
16330	human
7881	human
6210	human
6394	human
21888	generated
15201	generated
8045	human
644	human
16688	human
20747	human
6517	generated
16836	generated
7552	human
5436	generated
19319	generated
11607	human
8138	human
12396	generated
8019	generated
14577	generated
13141	human
10076	human
2605	human
2133	generated
18753	human
15839	human
16583	human
1869	generated
21010	human
18082	generated
11301	generated
4057	generated
4936	generated
21108	human
17363	human
20669	human
17458	generated
1430	human
921	generated
11096	generated
9859	generated
12189	generated
2505	human
17556	generated
11376	human
20152	human
3728	generated
17864	human
16465	generated
12655	generated
21564	human
5460	human
14977	generated
2326	generated
9315	human
9698	human
17238	human
15298	generated
7845	generated
8247	generated
15513	human
5170	generated
1199	generated
15173	generated
457	generated
18946	human
9754	human
8499	human
12792	generated
18757	generated
3585	generated
7841	human
18003	human
20531	generated
10388	generated
16801	generated
13369	generated
12399	human
3323	generated
19010	generated
6186	generated
21798	human
14392	generated
5657	generated
20052	generated
2117	human
21077	human
668	generated
1162	generated
4519	human
8306	human
13555	human
8929	human
15537	human
20457	generated
13901	generated
14110	human
1219	human
431	generated
15301	human
14990	human
19040	generated
5535	generated
17001	human
9977	generated
10398	human
3578	generated
10665	human
13182	generated
14628	generated
4074	human
16891	generated
4505	generated
2694	generated
19763	human
15558	human
19035	generated
19845	generated
9680	human
3887	generated
6119	human
21398	human
11119	generated
14092	human
315	human
6969	human
16776	human
15355	generated
19432	generated
1419	human
19520	human
19367	generated
21115	human
4153	human
5928	generated
9147	generated
19147	human
18395	human
12008	human
3950	generated
7901	generated
19820	generated
3941	human
21814	generated
14156	generated
14968	generated
286	human
17165	human
15701	generated
3488	human
10904	human
8698	generated
21286	human
14707	human
19993	generated
293	generated
21974	generated
19391	human
7046	human
4269	human
15285	generated
3077	generated
3189	generated
16498	generated
16321	generated
14251	human
21791	human
4596	human
8962	generated
907	human
8013	generated
21131	generated
15191	human
9451	human
12939	human
18348	generated
1994	human
18324	human
1704	generated
6503	generated
4178	generated
7840	generated
14618	human
977	generated
9942	generated
1873	generated
10863	human
12302	human
621	generated
18282	generated
21119	human
3798	generated
19603	generated
6084	generated
7816	generated
1153	human
8141	generated
7395	generated
20959	human
11728	generated
12902	generated
18559	human
2703	generated
586	human
5217	generated
11830	generated
11072	human
4618	generated
6921	generated
19825	human
4771	generated
13941	human
7316	generated
4707	generated
8542	generated
20324	generated
12829	human
11178	human
15250	human
20170	generated
11135	generated
6399	human
13042	generated
11924	human
852	generated
6557	generated
15026	human
2935	generated
17666	human
21871	human
18251	human
1339	generated
16183	generated
11316	human
10120	generated
7231	human
18610	generated
736	generated
18382	generated
10600	generated
17616	human
11449	generated
17977	human
450	human
13352	human
2066	human
4610	generated
16197	generated
1071	human
14795	generated
6029	generated
14765	generated
12590	generated
6279	human
7687	human
20956	generated
14569	generated
15532	generated
6663	human
1144	human
21175	generated
17900	human
10281	generated
1237	human
7040	human
14176	generated
13475	generated
5042	human
20995	generated
19950	human
10048	generated
10502	generated
41	human
16008	generated
20058	generated
14440	human
15940	generated
5683	generated
12493	human
18968	generated
6613	generated
2578	human
9375	human
10613	generated
3474	human
2034	generated
1123	generated
10645	human
10753	generated
14058	generated
12895	generated
16251	generated
4143	generated
5155	generated
10402	generated
20643	generated
1347	human
18487	generated
8383	human
2585	generated
9568	generated
19930	generated
11140	human
4600	generated
21298	human
7731	human
10259	human
1940	generated
6909	human
90	human
7029	human
35	generated
7175	generated
17691	human
14748	generated
16719	generated
4528	generated
5437	generated
9566	generated
11080	human
14652	human
20599	human
4413	human
705	human
2207	human
12354	generated
14020	generated
14415	human
15598	generated
13532	human
7649	generated
5815	human
2958	human
20272	human
10425	generated
17322	generated
7592	human
3248	human
14159	generated
9616	generated
3929	generated
18235	human
19104	human
5567	human
1086	generated
17471	human
12412	human
15273	human
5929	generated
2002	human
10930	generated
20697	generated
7020	generated
5129	generated
5216	generated
12056	human
10722	human
15616	human
11627	human
7277	generated
21339	generated
8843	generated
14195	human
4605	generated
14764	generated
21181	human
16291	generated
5589	human
13870	generated
19740	human
4410	generated
12160	human
5459	generated
13617	human
4653	human
11974	generated
8359	generated
6293	generated
6603	generated
5094	generated
20824	human
18065	generated
1866	generated
2221	generated
13758	human
14544	human
7109	generated
14677	generated
259	human
5711	generated
651	human
11606	human
21706	generated
6424	human
21707	human
6281	generated
19189	generated
3405	generated
12923	human
6687	generated
836	generated
13714	human
16401	generated
12831	generated
20185	generated
12107	human
5621	generated
20477	generated
7661	human
3702	generated
14181	generated
10144	generated
17	generated
15347	human
4977	human
19153	generated
21601	generated
10609	human
13570	generated
20617	generated
17105	human
6703	human
15967	human
7615	generated
3481	human
6672	generated
20653	human
16332	generated
5183	generated
15973	human
17136	generated
20069	human
647	human
18747	generated
7268	human
10687	human
8863	generated
3354	human
20399	generated
1321	generated
9326	human
14737	generated
20168	generated
16203	generated
6120	generated
3485	human
1905	generated
6593	generated
12789	generated
10384	generated
1133	human
17828	generated
3901	generated
15622	human
5391	generated
10543	generated
15548	generated
16263	human
5099	generated
1429	generated
3721	human
8935	generated
12033	generated
8294	human
217	generated
8200	generated
15970	generated
16020	generated
16840	generated
1396	generated
8889	human
20548	human
8443	human
15584	human
19336	generated
18688	generated
1739	human
4203	human
18338	generated
12988	generated
3752	generated
8517	generated
19537	human
16726	human
16708	human
7800	human
5001	human
13875	generated
7949	human
15446	human
10108	human
15975	human
18730	generated
16083	generated
1187	generated
2797	generated
6868	generated
19193	human
891	generated
17236	generated
14964	generated
1323	human
8058	human
21138	generated
7683	generated
1838	human
19412	human
8139	human
21884	generated
11092	human
13936	generated
12643	generated
387	generated
9976	human
5187	human
7789	generated
1358	human
1035	generated
4189	human
6498	human
11758	human
21096	generated
19518	human
2448	generated
841	generated
14222	generated
15167	human
10462	human
20564	generated
3211	human
20190	generated
12770	human
16867	generated
7348	human
14972	generated
12649	human
12090	generated
17462	human
19142	human
20869	human
12758	generated
10127	generated
5502	generated
8510	generated
140	generated
8902	human
20977	generated
7333	generated
8229	human
18105	generated
17766	generated
15079	human
18819	generated
2065	generated
6045	generated
2111	generated
3376	generated
1444	human
8364	human
1372	human
8206	human
2753	human
278	human
12616	human
4731	human
10509	human
3335	human
19230	generated
13837	generated
360	human
19877	generated
513	human
16816	generated
7948	human
11341	human
20709	generated
14274	generated
5937	human
3047	generated
7569	generated
2789	human
18300	generated
3836	human
1047	generated
2380	human
8137	generated
4186	human
14395	generated
14869	generated
14535	human
21499	human
20972	generated
16815	human
14621	generated
13827	human
6705	generated
21401	generated
20039	human
10300	human
6760	human
11062	generated
9115	generated
6463	generated
11976	generated
10788	generated
4194	generated
7458	generated
14313	generated
10936	human
18002	generated
7599	human
2906	human
17847	human
8310	generated
12520	human
14498	generated
16182	generated
2403	generated
16581	generated
5304	human
11680	human
21551	generated
10802	human
17410	generated
18136	human
1383	human
20125	human
7539	human
19384	human
3848	generated
17872	generated
5998	generated
15557	generated
3912	generated
12154	human
7516	generated
14587	generated
1705	generated
2856	human
6270	generated
11756	generated
4106	generated
10969	human
18754	human
476	generated
4991	human
3776	generated
8360	generated
5800	generated
8726	generated
10624	human
17880	generated
16109	human
4489	human
20744	generated
17286	generated
4972	human
14028	human
7588	generated
19110	human
4461	generated
6298	generated
3493	human
14557	human
11847	generated
19635	human
16221	generated
3068	generated
2777	human
13079	generated
970	generated
14508	human
553	generated
16174	human
21421	human
2927	generated
6600	generated
18815	generated
20281	generated
21785	human
17477	human
6677	human
7250	generated
16739	generated
20910	generated
11078	generated
7121	generated
20182	generated
3156	human
20841	generated
19780	generated
16773	generated
21101	human
3242	human
19572	human
19593	generated
6100	human
12738	generated
21681	generated
20122	human
1335	generated
19752	generated
2872	generated
8455	generated
21412	human
13632	human
18795	generated
1991	generated
2536	human
17408	generated
9222	generated
20219	generated
14503	generated
17505	generated
13857	generated
13096	generated
19385	human
14497	human
14850	generated
15197	human
14962	generated
11990	human
21656	generated
5500	human
4509	generated
1957	human
14750	generated
16811	human
13227	generated
6328	human
3528	generated
3025	generated
12246	human
2699	human
3337	generated
17549	generated
8037	generated
10479	generated
16878	human
3011	human
10036	generated
10906	generated
11904	generated
4639	human
14505	human
10346	generated
16886	human
16714	generated
8858	human
10272	generated
17124	human
18776	generated
17555	human
2129	generated
2414	human
2794	generated
5321	generated
6015	generated
592	human
8739	generated
2684	human
20273	human
6534	generated
3965	generated
11993	generated
14324	generated
10899	generated
8196	human
9841	generated
21214	generated
3415	generated
12357	human
7681	generated
169	generated
5762	generated
5593	generated
16842	human
8390	human
18192	generated
17158	generated
15503	generated
4772	generated
2455	generated
5483	human
5140	human
137	generated
12340	human
16056	generated
18826	human
6725	human
14445	human
13351	generated
1029	human
14543	generated
9757	human
11820	generated
13722	generated
5883	generated
20929	generated
4685	human
1397	human
6316	generated
3910	generated
15021	generated
11854	generated
15567	human
21157	generated
20627	generated
6198	generated
21942	human
13747	human
6682	human
2495	human
11963	human
746	generated
20536	human
9109	generated
2701	human
13728	generated
18130	human
3669	generated
4462	human
21323	human
11598	human
8352	human
11127	human
13176	generated
18772	generated
19792	human
15610	generated
18577	human
17454	human
8735	generated
10399	generated
6234	human
14840	human
1676	generated
714	generated
2678	generated
5853	human
15105	generated
16728	generated
21409	generated
15764	human
3438	generated
7850	human
9561	human
8525	generated
8918	human
1586	human
6	generated
2743	human
6162	human
13764	generated
5995	human
16138	generated
20171	human
5182	human
10414	human
10504	human
5359	generated
6501	generated
6775	human
9040	generated
17005	human
1023	generated
17978	generated
17504	human
6770	human
21718	human
18147	generated
13172	human
17852	generated
12436	generated
9771	generated
4630	generated
17425	generated
5864	human
7359	human
17604	human
16797	generated
18609	human
17324	generated
19564	generated
17416	human
3143	human
11788	human
13236	generated
8323	human
7172	generated
17326	human
9178	human
8696	generated
16660	human
21510	generated
558	generated
17233	human
17588	human
13229	generated
21817	human
15500	generated
3682	generated
7499	human
13498	human
5570	human
13372	generated
9162	generated
13624	human
19579	generated
5849	generated
8362	generated
15428	human
17283	generated
4696	human
4949	generated
12058	generated
9981	generated
6712	human
3508	generated
21015	human
13260	human
12019	human
6903	generated
21794	human
15694	generated
9395	generated
19898	generated
7738	generated
9262	human
11498	human
6788	generated
21348	human
11614	human
15011	generated
9871	human
14560	generated
8109	generated
17143	generated
5948	human
1277	generated
19340	generated
4438	generated
1670	generated
7733	human
10166	generated
361	human
17148	generated
14830	human
13966	generated
8877	human
6245	generated
11792	generated
14323	generated
3024	generated
13866	human
4770	generated
8504	generated
5971	generated
1157	generated
12524	human
14463	human
20601	human
17035	human
460	generated
6951	human
14263	generated
17729	human
9570	human
16623	generated
14433	human
11654	human
19974	generated
11862	generated
13190	generated
487	generated
9492	generated
6936	human
15117	generated
14726	generated
12692	generated
20189	generated
900	human
2279	human
21174	human
17743	generated
3903	generated
21436	human
12752	generated
11266	human
19668	generated
5916	generated
11378	generated
12980	human
21307	generated
19756	generated
6977	generated
1647	generated
19670	human
20174	generated
13577	human
4351	human
128	generated
2932	human
12952	generated
21966	generated
8612	generated
2669	generated
9075	generated
9560	human
11709	human
15867	human
8114	generated
6438	human
19599	generated
17780	generated
14078	human
18412	generated
20605	human
6077	human
6206	generated
10614	human
2626	generated
17207	human
20068	human
5207	generated
8393	human
21964	human
10676	generated
20350	human
7627	generated
16587	human
11782	human
21800	generated
3187	human
12077	human
12911	generated
2184	generated
10836	generated
4073	generated
18012	generated
4678	generated
13495	human
4128	generated
14258	human
2045	generated
9808	generated
20213	human
17509	human
10948	human
7298	generated
16852	human
15843	human
21019	human
1274	human
5980	generated
14225	generated
12827	human
11809	human
4989	generated
11354	human
14326	human
8956	generated
7638	human
9723	human
13471	human
2783	human
20376	generated
6956	generated
20264	generated
11491	generated
15529	human
21018	generated
12908	generated
21802	human
16595	human
9839	human
8781	generated
8413	generated
4824	generated
17426	human
2736	generated
9853	human
14107	human
4230	human
20615	generated
8631	human
15805	generated
11804	generated
8238	generated
13712	human
20569	generated
1579	human
2968	human
14857	generated
9191	human
485	human
14776	generated
967	generated
11685	generated
20081	human
1947	human
20340	human
2225	human
5388	generated
18661	human
8492	generated
21677	generated
10772	generated
7826	human
14810	human
14574	generated
3204	generated
2549	human
20828	generated
3886	human
16808	generated
10902	human
19725	generated
9253	human
7609	generated
20431	generated
16160	generated
7500	generated
12897	generated
7839	generated
13706	human
601	generated
8544	human
2167	generated
10378	human
19584	generated
6547	generated
14183	generated
21852	human
18892	generated
2624	generated
15066	generated
17349	generated
741	human
411	human
8909	generated
8826	human
12836	human
15961	generated
10527	human
11429	generated
18744	human
14182	human
2760	generated
21305	generated
21274	human
8678	human
4193	generated
4688	human
3105	generated
4496	human
4307	generated
9767	generated
6689	generated
21568	generated
18498	generated
16564	human
8565	generated
4168	generated
17282	human
8790	generated
6717	generated
2078	human
18127	generated
3882	human
10669	generated
10842	human
9229	human
9525	human
12606	generated
2522	generated
6803	generated
7558	human
20215	generated
19549	generated
9468	human
9282	human
7708	generated
10498	human
10879	generated
14314	human
8336	generated
5245	generated
6023	generated
2154	generated
10337	human
7918	generated
21406	generated
6756	generated
2298	human
3168	generated
9710	generated
19397	generated
11597	generated
9545	generated
19439	human
896	human
7739	generated
20392	generated
21052	generated
707	human
19137	generated
6891	generated
15917	generated
6607	generated
8896	generated
17178	human
205	generated
15010	human
11827	human
20001	human
15199	generated
1791	generated
20756	generated
2677	human
3538	human
18150	generated
5999	generated
17753	generated
12299	generated
1005	generated
16287	human
19387	generated
11327	generated
2771	generated
18883	generated
15693	human
6526	generated
11884	human
21009	human
13717	generated
12111	human
4356	human
5201	human
15948	generated
21385	human
7270	human
13670	generated
9418	human
13677	generated
21378	human
12428	generated
2101	human
11581	human
4197	human
8299	generated
7201	human
18912	human
4045	generated
17444	human
12957	generated
8456	generated
2730	generated
21460	generated
1664	generated
20513	generated
1476	human
18599	human
21679	generated
6544	generated
50	generated
19016	human
9500	generated
14279	human
1686	generated
10072	human
15051	generated
4398	generated
10044	human
724	human
4978	generated
2805	generated
8319	human
7916	human
11263	human
21011	generated
1026	human
21612	human
9214	generated
15063	generated
5979	human
5337	human
6237	human
19546	human
17579	generated
13308	human
123	human
1247	generated
820	human
580	human
8882	human
16703	human
19782	generated
20737	human
10429	generated
9041	generated
2948	generated
8284	generated
4448	human
21801	generated
6467	generated
18321	generated
8670	generated
1959	generated
15661	human
15376	human
11733	generated
6698	human
9209	human
5180	human
2541	generated
18371	human
8203	human
13345	generated
12832	human
930	generated
13458	human
17181	human
4740	generated
6070	human
11566	human
18492	human
12073	generated
16799	human
10952	human
9100	human
11403	human
17468	human
15550	human
10110	generated
9458	human
11617	human
21179	human
8149	human
18124	human
15542	generated
9851	human
20413	generated
19061	generated
13252	generated
12052	human
14741	human
9682	generated
11339	generated
4671	generated
1837	generated
17419	human
12840	generated
8144	human
20290	generated
49	generated
16045	generated
8285	human
21917	generated
8516	human
8700	human
7748	human
13526	human
8358	generated
19605	generated
9985	generated
14013	generated
4680	human
18148	generated
19271	generated
17110	human
7563	human
18993	human
3698	generated
17351	generated
3451	generated
20095	generated
20487	generated
1557	generated
11670	generated
17714	generated
7981	generated
16727	generated
18603	generated
9946	generated
5045	generated
9409	human
6384	human
15570	generated
13985	generated
21034	human
17096	human
7405	human
10633	human
2157	generated
9693	human
19527	human
20041	generated
17277	generated
15336	human
13315	generated
16856	human
2814	human
1697	generated
21426	generated
21859	human
12037	generated
1066	generated
21411	human
2439	human
9382	human
10282	generated
18809	human
11932	generated
2782	generated
8042	human
3934	human
6757	human
2039	human
2360	generated
6267	human
9515	generated
8174	human
9489	human
17020	generated
20130	human
8931	generated
11952	human
14514	generated
4909	human
5925	human
8993	generated
20037	generated
4955	generated
3287	generated
7648	generated
18176	generated
8198	human
14439	human
10210	human
13528	human
8586	generated
83	generated
18388	human
1253	generated
7198	generated
8121	human
11107	generated
2046	generated
9559	generated
15450	generated
17592	generated
18336	generated
21950	human
4966	human
17352	generated
21873	generated
13083	generated
11278	generated
3059	generated
16394	human
21045	human
13533	human
21116	generated
3579	generated
12550	generated
17792	human
16313	generated
6920	generated
10507	human
3984	human
15180	human
20469	human
16906	human
8410	generated
20586	generated
12830	human
4471	human
21100	human
5751	human
4069	human
14556	human
16971	generated
17077	generated
14965	generated
3580	generated
17546	generated
18523	generated
9861	generated
15025	generated
21350	generated
1194	generated
16359	human
11872	human
11843	human
21093	human
15015	generated
3975	human
196	human
1119	generated
17834	generated
20235	generated
14782	human
9240	human
18953	generated
16243	generated
1588	generated
15772	human
5214	generated
11149	generated
1804	generated
18635	generated
16904	human
5305	human
8570	human
13320	human
3655	generated
1776	human
19474	generated
17678	generated
20135	generated
10459	generated
15672	human
285	human
19509	human
10515	generated
13104	human
7305	generated
549	generated
10993	generated
2909	generated
9466	generated
18719	generated
20793	human
3048	generated
17395	human
16096	human
3753	generated
21830	generated
16010	generated
4046	generated
16722	human
6826	generated
2452	generated
15980	human
1979	human
18871	human
2067	human
21626	generated
15081	generated
8731	generated
11423	generated
10811	human
4445	generated
13408	generated
12554	human
4026	generated
4691	human
20931	human
13094	generated
20702	generated
17067	generated
11398	generated
11752	human
20629	generated
16153	human
21936	generated
8079	human
3624	generated
15142	generated
9414	generated
14630	generated
9165	generated
11562	generated
13371	human
5306	generated
12807	generated
7203	generated
3755	human
11552	generated
13103	generated
10018	human
12953	generated
4021	generated
11055	generated
21807	generated
2966	human
12822	human
21037	human
16381	generated
19008	human
1303	generated
20853	generated
8873	human
6759	generated
17891	generated
1373	human
9363	generated
13715	human
8801	human
1135	human
5992	generated
426	generated
14575	generated
10148	generated
18404	generated
339	generated
3480	human
16067	human
7159	generated
13709	generated
17269	generated
10812	human
3314	generated
8960	human
16989	human
8421	generated
8043	human
6307	human
12856	generated
3649	generated
6308	generated
2973	generated
6653	human
2959	human
4371	human
18165	generated
129	human
16429	generated
401	generated
10322	generated
12490	generated
16185	human
16315	generated
15101	human
21545	human
3008	human
11892	generated
7247	generated
18957	generated
13793	generated
11968	generated
17803	human
14763	generated
13476	human
16704	generated
9060	generated
4981	generated
20160	human
3269	human
18539	generated
6880	human
7934	human
5022	human
17832	human
10201	human
13044	generated
21721	human
14177	human
9072	generated
18891	human
608	human
10675	human
21278	generated
19	generated
9542	human
18328	human
15723	human
20163	generated
14008	generated
18869	generated
14237	human
8617	generated
2487	generated
20790	human
18209	generated
17866	human
5081	human
15637	generated
21089	generated
20515	human
6688	generated
4836	human
11264	generated
7772	generated
14642	generated
14825	generated
16076	generated
1966	human
1775	human
14588	generated
9614	human
3800	human
12082	generated
10774	generated
15831	generated
12560	generated
5736	generated
6887	generated
20986	generated
1983	generated
8470	generated
5953	generated
13938	human
7136	human
16065	human
10908	human
657	generated
12534	generated
751	human
2081	generated
14718	human
16817	generated
21850	human
21686	generated
10522	generated
5227	generated
12372	human
21480	generated
21346	generated
3410	human
2227	human
15390	generated
12650	generated
3652	generated
9149	generated
11610	human
19326	human
4672	human
6455	human
2364	generated
47	generated
14958	human
18317	human
10352	generated
21635	human
9248	generated
16123	human
11420	generated
18902	generated
1944	human
21634	human
18398	generated
13038	generated
14653	generated
4755	human
17612	generated
5802	generated
12584	human
16902	human
7888	generated
8941	human
6165	generated
19819	generated
4590	human
1871	human
12785	generated
7317	human
7589	human
15314	generated
17321	human
1213	human
5512	human
10854	human
21458	human
10869	human
19805	generated
14046	generated
16664	generated
9452	human
10992	generated
2540	generated
10021	human
2912	generated
1038	human
19923	human
21560	human
7917	human
21720	generated
729	generated
5357	generated
13370	generated
13114	human
8608	generated
12009	human
17240	human
542	human
5732	generated
15335	generated
146	generated
15903	human
13241	generated
16960	generated
241	generated
21907	generated
3595	generated
9501	human
17724	generated
20736	human
19785	generated
1952	generated
16617	human
1594	generated
15987	human
4256	generated
12556	human
11386	human
4119	generated
2680	human
844	human
6067	generated
15294	generated
10484	generated
1783	human
62	human
0	human
15104	generated
3462	human
20906	human
9575	human
11352	generated
2144	generated
3665	generated
16270	human
9742	generated
11571	human
11764	human
11480	generated
2271	human
9349	human
19775	human
4373	generated
12261	human
7755	generated
11217	human
8331	human
17437	generated
6143	generated
18042	human
12451	generated
17249	generated
14189	human
14070	generated
16963	generated
4201	generated
13406	generated
3449	human
8478	human
20292	human
19355	human
9185	generated
5857	human
17518	generated
4990	generated
13298	generated
10407	human
413	generated
13750	human
1175	generated
17516	generated
8518	human
11058	human
7474	human
16985	human
10925	human
7667	human
16214	generated
9070	generated
9125	generated
11295	generated
1514	human
13588	human
8274	generated
6706	generated
10092	generated
8088	human
16238	human
8158	generated
7886	human
10872	human
16039	human
13912	generated
20134	generated
11467	generated
9012	generated
9647	generated
8291	generated
1413	generated
1130	generated
19429	human
15811	generated
19829	generated
5975	human
5564	human
1621	generated
8763	generated
6003	generated
14654	generated
12815	generated
12825	generated
10501	generated
20129	generated
3298	generated
12491	generated
21425	generated
18738	human
16679	generated
7285	generated
16953	generated
13381	human
13175	human
19302	generated
10090	human
16858	generated
8468	human
14770	human
19523	human
10119	generated
10262	generated
8029	human
422	human
16987	human
5407	human
14746	human
17394	human
15333	generated
19776	human
8220	human
483	human
3846	generated
15163	generated
1315	human
17738	generated
4941	generated
20516	human
20335	generated
5364	human
15930	generated
15227	generated
1576	human
12750	generated
11466	human
15362	generated
16829	generated
7801	generated
15395	human
10919	generated
20720	human
1989	generated
18542	generated
18418	generated
21639	generated
8288	generated
8345	generated
18447	generated
6842	human
121	human
2609	generated
21053	generated
2802	human
5503	generated
953	human
5662	human
8380	human
1330	generated
12842	generated
16331	human
19050	human
4744	generated
21209	generated
1270	human
7606	generated
4852	human
1691	generated
19054	human
11743	human
11578	generated
18848	generated
10101	generated
9634	human
2974	human
9246	generated
11517	generated
6218	generated
15119	generated
4741	human
17769	generated
1208	human
10206	human
11961	human
18602	human
11547	human
14305	human
8161	human
1090	human
3120	human
12637	generated
6740	human
20916	human
1533	generated
7757	generated
1411	human
8965	generated
11021	generated
9260	generated
2614	human
2636	generated
13581	human
7729	human
18679	generated
12133	generated
21834	generated
17511	generated
7584	generated
12341	human
12894	generated
16399	generated
12700	generated
5787	generated
4896	generated
12706	human
20980	human
18050	human
6346	human
4206	human
15738	human
6369	generated
1767	human
14097	human
9728	generated
17735	generated
15059	human
12801	human
13332	human
10316	generated
18217	generated
5250	human
5770	human
12023	human
10852	human
13443	human
5627	human
11935	generated
7658	generated
1002	generated
5157	human
10443	generated
20997	human
16295	human
17544	generated
15392	generated
14760	human
14611	generated
9558	generated
12124	generated
15729	generated
20878	generated
7722	generated
2146	generated
6453	human
2662	human
19745	generated
11011	generated
8482	generated
4339	human
3194	generated
13925	human
2953	human
14214	human
16494	human
5449	human
7998	generated
4245	generated
2310	generated
7117	human
16125	generated
12669	generated
17003	human
3795	generated
11570	human
1280	generated
16647	generated
4436	generated
5106	human
19042	human
12699	human
6590	human
21741	generated
11659	generated
14398	generated
8950	generated
12943	generated
9144	human
4625	human
11848	generated
222	human
3545	generated
10734	human
2442	generated
15962	human
7363	generated
1972	human
1570	generated
12378	generated
2281	generated
2821	human
2021	generated
20035	generated
7510	human
11099	generated
17166	generated
20494	human
2556	generated
7071	generated
20117	generated
3344	generated
902	human
10029	human
181	generated
15737	human
11579	generated
8658	human
19691	human
1853	human
10907	generated
14595	generated
21260	generated
20010	human
14790	human
7047	generated
1458	generated
6242	human
626	generated
9926	human
3966	human
11564	generated
1926	human
4983	human
20400	generated
8977	generated
18186	human
20033	generated
12777	generated
3656	human
8673	generated
21717	generated
9737	human
8094	generated
14375	generated
7626	human
20268	human
17198	generated
16317	human
12712	human
14426	generated
4930	generated
7337	human
9403	generated
16452	generated
19026	generated
248	human
19327	generated
18379	generated
19823	generated
3999	generated
16085	human
17235	human
10628	generated
5034	human
11886	generated
2086	human
4980	human
8178	human
7524	generated
10505	generated
20809	human
2589	generated
7745	generated
11368	human
8523	generated
5146	human
4527	human
5035	generated
21628	human
5743	generated
19808	generated
4254	generated
16973	generated
20298	generated
14881	generated
17151	human
5701	human
13980	human
11628	human
12196	human
4229	generated
19575	human
21584	generated
6904	human
884	human
1039	generated
2897	human
5566	human
6518	human
15841	generated
2445	human
13583	generated
20458	generated
17205	human
17867	human
7895	generated
18424	human
2095	generated
3857	generated
20050	generated
8072	human
3477	human
5290	human
1010	generated
12776	generated
5363	generated
16506	generated
7477	human
16992	generated
9748	human
5314	human
8165	generated
11768	generated
21519	generated
934	generated
8686	human
19410	generated
14581	generated
20132	generated
1343	generated
7007	generated
359	human
18248	generated
20195	human
959	human
21144	human
1148	generated
2954	human
2051	human
19490	generated
2054	generated
6874	generated
14513	human
12818	human
16219	generated
21184	human
6987	generated
15014	human
17244	human
13287	generated
20209	generated
18872	human
20556	generated
7134	human
11573	human
5934	generated
9129	human
20404	human
19503	generated
16935	generated
3608	generated
12870	human
6224	generated
13150	generated
5709	human
15375	generated
20999	generated
19514	generated
17728	generated
1236	generated
8668	generated
17594	generated
20166	human
10436	human
9880	generated
2394	human
12603	generated
9402	human
16235	generated
19431	human
16171	generated
21926	human
15533	human
15243	human
7484	human
20464	human
13548	generated
12134	generated
11776	human
18862	human
3537	generated
16202	human
17878	generated
2746	human
20471	human
102	generated
9398	generated
1661	generated
16956	generated
11508	generated
9357	human
13542	human
8105	human
21478	generated
10883	generated
15377	human
1694	generated
6228	generated
19485	human
14228	generated
12347	generated
10290	generated
19301	generated
268	generated
518	human
8756	generated
8615	generated
8692	human
13928	generated
18897	generated
2358	generated
8629	generated
937	human
8818	human
21820	generated
11731	human
15350	generated
18637	generated
6027	human
2134	generated
4965	generated
10035	human
21521	human
2774	human
10806	human
11640	generated
3119	generated
16463	generated
7654	human
1210	generated
5940	generated
11712	generated
1085	generated
9431	human
10826	generated
7608	human
19286	generated
12389	human
5841	generated
6193	human
12439	generated
9419	human
3379	generated
5554	human
1318	generated
1769	human
5811	human
21660	generated
18764	generated
14468	generated
13954	human
3562	human
10349	human
130	generated
13967	human
3220	human
4880	human
14591	generated
4918	human
14095	generated
20655	human
12578	human
1623	human
18696	generated
19855	human
1825	human
7290	generated
11255	human
5865	generated
20621	generated
6506	human
19815	generated
4602	generated
8342	generated
14787	human
13367	generated
19141	human
5900	human
2216	human
2995	generated
3792	human
16485	human
12863	human
8538	human
6631	human
15942	generated
15547	human
15326	generated
16981	human
3940	generated
14163	human
11604	human
4751	generated
6950	generated
5721	human
19932	human
4705	generated
9685	human
5379	generated
3223	human
6181	human
8891	generated
16624	generated
449	generated
2264	generated
12116	generated
13762	human
21724	human
14944	human
15361	generated
17870	generated
535	generated
12506	human
21316	generated
21835	human
1836	human
11251	human
21515	generated
9857	generated
12804	generated
14432	human
1890	generated
10470	human
5203	human
19644	human
12293	generated
18741	generated
18158	generated
9102	generated
1688	generated
5516	generated
10540	generated
11118	human
4614	human
17626	generated
